date,real,nominal
3/1/2003,591.19,340.55
4/1/2003,571.03,328.18
5/1/2003,619.95,355.68
6/1/2003,620.41,356.35
7/1/2003,610.37,350.99
8/1/2003,623.12,359.77
9/1/2003,654.45,378.95
10/1/2003,655.15,378.92
11/1/2003,675.71,389.91
12/1/2003,704.6,406.11
1/1/2004,714.62,413.79
2/1/2004,695.7,404.95
3/1/2004,694.19,406.67
4/1/2004,685.95,403.26
5/1/2004,648.97,383.78
6/1/2004,661.72,392.48
7/1/2004,671.98,398.09
8/1/2004,676.06,400.51
9/1/2004,682.49,405.28
10/1/2004,704.27,420.46
11/1/2004,735.52,439.38
12/1/2004,742.69,442.08
1/1/2005,711.1,424.03
2/1/2005,705.72,423.35
3/1/2005,718.37,434.32
4/1/2005,705.22,429.23
5/1/2005,693.98,421.87
6/1/2005,708.01,430.66
7/1/2005,694.87,424.48
8/1/2005,712.95,437.93
9/1/2005,733.78,456.05
10/1/2005,754.19,469.9
11/1/2005,771.25,476.67
12/1/2005,828.91,510.1
1/1/2006,886.92,549.86
2/1/2006,893,555
3/1/2006,891.9,557.09
4/1/2006,969.1,610.65
5/1/2006,1066.44,675.39
6/1/2006,939.53,596.15
7/1/2006,995.56,633.71
8/1/2006,991.49,632.33
9/1/2006,942.54,598.06
10/1/2006,928.46,585.78
11/1/2006,996.37,627.83
12/1/2006,997.63,629.42
1/1/2007,997.25,631.17
2/1/2007,1044.99,664.75
3/1/2007,1019.68,654.9
4/1/2007,1050.99,679.37
5/1/2007,1025.72,666.92
6/1/2007,1006.18,655.49
7/1/2007,1021.24,665.3
8/1/2007,1023.4,665.41
9/1/2007,1093.21,712.65
10/1/2007,1155.29,754.6
11/1/2007,1227.11,806.25
12/1/2007,1223.27,803.2
1/1/2008,1347.74,889.6
2/1/2008,1393.6,922.3
3/1/2008,1450.71,968.43
4/1/2008,1354.54,909.7
5/1/2008,1314.39,890.51
6/1/2008,1359.66,930
7/1/2008,1337.68,920
8/1/2008,1219.1,835
9/1/2008,1298.99,888.5
10/1/2008,1079.32,730.75
11/1/2008,1225.82,814.5
12/1/2008,1322.89,869.75
1/1/2009,1393.04,919.5
2/1/2009,1434.66,952
3/1/2009,1349.32,897.75
4/1/2009,1324.88,883.25
5/1/2009,1458.37,975.5
6/1/2009,1385.86,934.5
7/1/2009,1394.42,939
8/1/2009,1416.05,955.5
9/1/2009,1504.33,1015.75
10/1/2009,1538.16,1040
11/1/2009,1737.76,1175.75
12/1/2009,1610.59,1087.5
1/1/2010,1591.87,1078.5
2/1/2010,1634.67,1108.25
3/1/2010,1638.67,1115.5
4/1/2010,1729.96,1179.25
5/1/2010,1770.2,1207.5
6/1/2010,1811.01,1234.5
7/1/2010,1714.92,1169
8/1/2010,1809.28,1235
9/1/2010,1894.42,1294
10/1/2010,1968.95,1346.75
11/1/2010,2022.68,1383.5
12/1/2010,2050.62,1405.5
1/1/2011,1926.8,1327
2/1/2011,2038.9,1411
3/1/2011,2059.21,1439
4/1/2011,2183.48,1535.5
5/1/2011,2169.2,1533
6/1/2011,2131.52,1504.25
7/1/2011,2284.72,1613.5
8/1/2011,2576.9,1825
9/1/2011,2282.58,1620
10/1/2011,2431.46,1722
11/1/2011,2468.84,1746
12/1/2011,2169.43,1531
1/1/2012,2460.78,1744
2/1/2012,2486.85,1770
3/1/2012,2317.53,1662.5
4/1/2012,2295.24,1651.25
5/1/2012,2168.74,1558
6/1/2012,2228.31,1598.5
7/1/2012,2264.31,1622
8/1/2012,2288.12,1648.5
9/1/2012,2454.43,1776
10/1/2012,2377.38,1719
11/1/2012,2397.41,1726
12/1/2012,2308.9,1657.5
1/1/2013,2312.34,1664.75
2/1/2013,2187.36,1588.5
3/1/2013,2196,1598.25
4/1/2013,2019.88,1469
5/1/2013,1914.65,1394.5
6/1/2013,1633.04,1192
7/1/2013,1799.55,1314.5
8/1/2013,1906.62,1394.75
9/1/2013,1812,1326.5
10/1/2013,1812.56,1324
11/1/2013,1719.12,1253
12/1/2013,1652.57,1204.5
1/1/2014,1710.12,1251
2/1/2014,1806.69,1326.5
3/1/2014,1747.74,1291.75
4/1/2014,1738.19,1288.5
5/1/2014,1680.67,1250.5
6/1/2014,1764.73,1315
7/1/2014,1724.81,1285.25
8/1/2014,1729.33,1285.75
9/1/2014,1634.98,1216.5
10/1/2014,1568.24,1164.25
11/1/2014,1601.44,1182.75
12/1/2014,1642.57,1206
1/1/2015,1724.02,1260.25
2/1/2015,1653.47,1214
3/1/2015,1607.2,1187
4/1/2015,1595.7,1180.25
5/1/2015,1602.43,1191.4
6/1/2015,1569.14,1171
7/1/2015,1471.86,1098.4
8/1/2015,1523.17,1135
9/1/2015,1497.22,1114
10/1/2015,1536.46,1142.35
11/1/2015,1430.38,1061.9
12/1/2015,1445.63,1069.25
1/1/2016,1504.85,1114.7
2/1/2016,1513.58,1122
3/1/2016,1665.32,1240
4/1/2016,1645.65,1230.85
5/1/2016,1620.49,1217.5
6/1/2016,1752.44,1320.6
7/1/2016,1804.12,1357.5
8/1/2016,1741.54,1311.4
9/1/2016,1745.16,1317.1
10/1/2016,1684.31,1273.1
11/1/2016,1555.42,1173.9
12/1/2016,1526,1151.7
1/1/2017,1595.41,1211.4
2/1/2017,1646.37,1253.9
3/1/2017,1641.57,1251.2
4/1/2017,1658.94,1268.3
5/1/2017,1666.95,1275.4
6/1/2017,1622.44,1242.3
7/1/2017,1663.06,1273.4
8/1/2017,1722.83,1322.2
9/1/2017,1665.1,1284.8
10/1/2017,1647.84,1270.5
11/1/2017,1661.67,1282.15
12/1/2017,1681.56,1296.5
1/1/2018,1732.92,1343.35
2/1/2018,1695.27,1320.3
3/1/2018,1695.92,1323.9
4/1/2018,1679.54,1316.25
5/1/2018,1656.75,1303.5
6/1/2018,1586.95,1250.55
7/1/2018,1547.16,1219.2
8/1/2018,1530.29,1206.85
9/1/2018,1499.49,1183.5
10/1/2018,1540.39,1217.7
11/1/2018,1548.75,1220.45
12/1/2018,1631.54,1281.65
1/1/2019,1679.58,1322.5
2/1/2019,1676.69,1325.45
3/1/2019,1624.27,1291.15
4/1/2019,1607.72,1285.15
5/1/2019,1618.7,1296
6/1/2019,1765.09,1413.2
7/1/2019,1782.47,1430.55
8/1/2019,1902.08,1526.55
9/1/2019,1853.55,1487.6
10/1/2019,1872.46,1506.4
11/1/2019,1810.24,1456.35
12/1/2019,1894.61,1523
1/1/2020,1960.25,1580.85
2/1/2020,2010.17,1626.35
3/1/2020,1988.16,1604.65
4/1/2020,2140.79,1716.75
5/1/2020,2151.89,1725.65
6/1/2020,2197.44,1770.7
7/1/2020,2433.05,1971.68
8/1/2020,2423.72,1970.5
9/1/2020,2327.6,1893.9
10/1/2020,2308.52,1879.9
11/1/2020,2187.45,1779.86
12/1/2020,2327.18,1895.1
1/1/2021,2262.18,1849.7
2/1/2021,2102.22,1728.8
3/1/2021,2070.29,1715.24
4/1/2021,2117.7,1767.7
5/1/2021,2262.83,1904.74
6/1/2021,2085.17,1771.6
7/1/2021,2124.33,1814.12
8/1/2021,2122.67,1815.8
9/1/2021,2048.27,1756.66
10/1/2021,2062.19,1783.9
11/1/2021,2044.08,1775.92
12/1/2021,2097.4,1828.6
1/1/2022,2042.19,1796.12
2/1/2022,2142.09,1900.7
3/1/2022,2171.78,1953.04
4/1/2022,2114.34,1911.7
5/1/2022,2020.9,1847.26
6/1/2022,1973.86,1829.338
7/1/2022,1905.98,1766.431
8/1/2022,1845.27,1708.58
9/1/2022,1788.77,1660.88
10/1/2022,1751.54,1632.38
11/1/2022,1899.49,1768.61
12/1/2022,1966.62,1824.323
1/1/2023,2061.16,1928.12
2/1/2023,1941.82,1826.74
3/1/2023,2087.72,1969.546
4/1/2023,2098.09,1990.6
5/1/2023,2067.39,1965.2
6/1/2023,2011.71,1919.569
7/1/2023,2054.7,1964.339
8/1/2023,2021.3,1939.828
9/1/2023,1920.58,1848.49
10/1/2023,2061.39,1984.011
11/1/2023,2085.98,2001.9
12/1/2023,2151.63,2062.923
1/1/2024,2114.6,2039.154
2/1/2024,2107.57,2044.2
3/1/2024,2285.11,2231.555
4/1/2024,2331.71,2285.989
5/1/2024,2369.18,2327.284
6/1/2024,2368.6,2326.718
7/1/2024,2488.96,2447.357
8/1/2024,2543.43,2503.38
9/1/2024,2671.65,2634.765
10/1/2024,2782.41,2746.702
11/1/2024,2688.34,2651.22
12/1/2024,2658.72,2624.603
1/1/2025,2817.78,2798.197
2/1/2025,2863.77,2858.049
3/1/2025,3123.08,3123.082
4/1/2025,3317.29,3317.289
